Gender,forearmcenterofgriplength,elbow_wrist_length,handbreadth,handcircumference,thumbbreadth_estimated,radialestylionlength,wristcircumference,forearmcircumferenceflexed,forearm_taper_diff
Male,346,611,90,215,25٫2,266,167,306,139
Male,346,612,89,214,24٫92,256,178,306,128
Male,346,612,92,224,25٫76,262,180,309,129
Male,346,615,87,211,24٫36,258,174,312,138
Male,346,616,84,206,23٫52,256,187,327,140
Male,346,616,86,200,24٫08,267,165,297,132
Male,346,616,88,206,24٫64,253,170,300,130
Male,346,617,87,205,24٫36,260,174,300,126
Male,346,618,85,205,23٫8,269,174,297,123
Male,346,619,84,201,23٫52,261,172,297,125
Male,346,620,86,207,24٫08,260,170,308,138
Male,346,620,87,212,24٫36,263,178,315,137
Male,346,621,93,226,26٫04,263,180,316,136
Male,346,622,90,212,25٫2,270,182,322,140
Male,346,623,91,217,25٫48,262,176,298,122
Male,346,623,92,218,25٫76,259,174,317,143
Male,346,623,94,223,26٫32,263,186,335,149
Male,346,624,87,213,24٫36,272,178,305,127
Male,346,624,93,218,26٫04,265,184,318,134
Male,346,625,88,214,24٫64,260,172,312,140
Male,346,625,89,216,24٫92,261,181,333,152
Male,346,625,91,214,25٫48,269,175,321,146
Male,346,626,85,203,23٫8,263,171,298,127
Male,346,626,87,210,24٫36,258,172,301,129
Male,346,628,84,206,23٫52,261,183,335,152
Male,346,628,86,204,24٫08,266,186,296,110
Male,346,628,90,215,25٫2,265,180,308,128
Male,346,628,90,217,25٫2,267,181,322,141
Male,346,628,93,221,26٫04,265,180,303,123
Male,346,629,83,198,23٫24,264,166,280,114
Male,346,630,88,209,24٫64,271,180,296,116
Male,346,631,87,218,24٫36,263,191,317,126
Male,346,631,88,213,24٫64,277,178,311,133
Male,346,631,93,218,26٫04,261,177,302,125
Male,346,631,93,223,26٫04,270,179,323,144
Male,346,633,81,197,22٫68,268,165,289,124
Male,346,633,85,203,23٫8,275,171,308,137
Male,346,633,94,218,26٫32,267,176,296,120
Male,346,634,83,199,23٫24,267,169,279,110
Male,346,634,89,218,24٫92,260,181,331,150
Male,346,635,86,202,24٫08,270,168,290,122
Male,346,635,92,218,25٫76,274,178,330,152
Male,346,637,87,212,24٫36,264,190,327,137
Male,346,637,87,212,24٫36,273,167,293,126
Male,346,638,83,205,23٫24,274,168,298,130
Male,346,639,86,213,24٫08,270,176,310,134
Male,346,640,83,203,23٫24,270,167,300,133
Male,346,640,89,213,24٫92,268,178,307,129
Male,346,642,86,208,24٫08,271,175,297,122
Male,346,642,88,207,24٫64,260,182,320,138
Male,346,642,88,207,24٫64,280,167,303,136
Male,346,643,90,214,25٫2,265,171,291,120
Male,346,644,85,200,23٫8,274,162,283,121
Male,346,644,85,207,23٫8,277,173,296,123
Male,346,645,90,218,25٫2,275,180,302,122
Male,346,647,88,210,24٫64,266,180,316,136
Male,346,649,88,213,24٫64,264,168,286,118
Male,346,651,84,207,23٫52,277,170,318,148
Male,346,652,87,208,24٫36,272,183,314,131
Male,346,658,88,208,24٫64,271,171,308,137
Male,346,666,85,208,23٫8,288,180,313,133
Male,346,672,95,228,26٫6,278,185,327,142
Male,346,673,92,210,25٫76,281,185,309,124
Male,347,597,89,214,24٫92,252,177,315,138
Male,347,601,83,201,23٫24,270,164,288,124
Male,347,603,86,215,24٫08,251,185,317,132
Male,347,603,93,226,26٫04,269,176,335,159
Male,347,605,88,208,24٫64,253,180,307,127
Male,347,608,88,215,24٫64,260,183,322,139
Male,347,610,89,209,24٫92,253,173,333,160
Male,347,611,90,214,25٫2,249,173,294,121
Male,347,613,86,206,24٫08,263,163,285,122
Male,347,613,92,220,25٫76,264,188,333,145
Male,347,614,87,207,24٫36,265,182,302,120
Male,347,614,89,215,24٫92,254,181,342,161
Male,347,615,84,203,23٫52,265,170,310,140
Male,347,617,94,225,26٫32,260,187,334,147
Male,347,618,84,207,23٫52,267,171,285,114
Male,347,618,87,208,24٫36,266,167,312,145
Male,347,619,88,208,24٫64,255,172,300,128
Male,347,619,89,218,24٫92,268,185,333,148
Male,347,622,87,212,24٫36,270,173,311,138
Male,347,623,82,200,22٫96,264,171,320,149
Male,347,623,86,203,24٫08,259,171,286,115
Male,347,623,87,207,24٫36,271,165,295,130
Male,347,623,87,208,24٫36,259,169,291,122
Male,347,623,87,213,24٫36,272,175,307,132
Male,347,623,95,227,26٫6,261,176,307,131
Male,347,624,82,198,22٫96,274,177,320,143
Male,347,625,82,205,22٫96,272,174,306,132
Male,347,627,87,208,24٫36,261,178,331,153
Male,347,627,88,208,24٫64,261,176,321,145
Male,347,627,88,214,24٫64,257,178,317,139
Male,347,628,84,204,23٫52,259,174,286,112
Male,347,628,86,206,24٫08,265,178,327,149
Male,347,628,88,212,24٫64,271,176,306,130
Male,347,628,90,216,25٫2,267,184,333,149
Male,347,630,91,217,25٫48,269,175,313,138
Male,347,630,91,220,25٫48,261,177,314,137
Male,347,632,88,209,24٫64,272,169,281,112
Male,347,633,84,208,23٫52,265,168,310,142
Male,347,633,88,203,24٫64,270,171,281,110
Male,347,635,86,209,24٫08,266,173,321,148
Male,347,635,90,213,25٫2,276,182,334,152
Male,347,635,92,223,25٫76,277,184,335,151
Male,347,636,87,214,24٫36,277,168,290,122
Male,347,636,88,214,24٫64,263,175,321,146
Male,347,636,92,217,25٫76,271,179,324,145
Male,347,639,88,214,24٫64,267,179,320,141
Male,347,639,91,221,25٫48,266,177,308,131
Male,347,640,84,206,23٫52,279,169,319,150
Male,347,640,85,215,23٫8,268,172,312,140
Male,347,640,88,217,24٫64,274,180,333,153
Male,347,641,94,222,26٫32,274,180,328,148
Male,347,642,87,208,24٫36,277,173,311,138
Male,347,642,89,210,24٫92,280,174,308,134
Male,347,643,95,226,26٫6,263,180,325,145
Male,347,644,83,204,23٫24,265,179,320,141
Male,347,644,85,203,23٫8,282,167,293,126
Male,347,646,88,212,24٫64,272,183,334,151
Male,347,647,90,220,25٫2,276,174,299,125
Male,347,647,91,221,25٫48,267,178,297,119
Male,347,647,92,220,25٫76,274,190,310,120
Male,347,647,94,225,26٫32,273,181,293,112
Male,347,648,85,199,23٫8,279,172,292,120
Male,347,648,85,203,23٫8,271,164,300,136
Male,347,648,86,206,24٫08,278,173,291,118
Male,347,652,84,203,23٫52,278,177,312,135
Male,347,653,86,208,24٫08,279,180,292,112
Male,347,655,87,212,24٫36,284,180,299,119
Male,347,656,90,211,25٫2,274,181,322,141
Male,347,661,87,206,24٫36,278,165,275,110
Male,347,665,89,222,24٫92,270,187,326,139
Male,347,674,90,215,25٫2,287,175,322,147
Male,348,590,85,216,23٫8,253,183,336,153
Male,348,594,83,202,23٫24,263,181,325,144
Male,348,595,88,217,24٫64,255,180,313,133
Male,348,596,91,212,25٫48,269,181,331,150
Male,348,597,88,210,24٫64,251,171,293,122
Male,348,601,87,212,24٫36,252,177,292,115
Male,348,606,93,221,26٫04,249,177,313,136
Male,348,606,95,227,26٫6,262,181,333,152
Male,348,607,86,203,24٫08,254,167,289,122
Male,348,607,86,204,24٫08,262,176,288,112
Male,348,607,90,221,25٫2,253,183,330,147
Male,348,608,85,205,23٫8,261,180,303,123
Male,348,610,90,215,25٫2,264,168,307,139
Male,348,610,91,215,25٫48,252,165,305,140
Male,348,610,94,225,26٫32,252,182,321,139
Male,348,611,90,215,25٫2,257,167,311,144
Male,348,612,90,221,25٫2,264,180,325,145
Male,348,613,88,206,24٫64,254,165,317,152
Male,348,613,88,224,24٫64,249,180,310,130
Male,348,613,90,223,25٫2,255,178,323,145
Male,348,614,83,200,23٫24,258,170,300,130
Male,348,614,88,214,24٫64,250,176,313,137
Male,348,614,95,225,26٫6,265,175,293,118
Male,348,615,86,217,24٫08,262,173,308,135
Male,348,615,88,218,24٫64,254,178,338,160
Male,348,615,89,208,24٫92,262,174,286,112
Male,348,615,92,218,25٫76,270,178,312,134
Male,348,616,89,213,24٫92,263,176,325,149
Male,348,618,88,213,24٫64,260,183,326,143
Male,348,619,89,217,24٫92,255,178,310,132
Male,348,619,91,214,25٫48,254,177,309,132
Male,348,621,89,214,24٫92,262,184,322,138
Male,348,622,85,203,23٫8,262,166,277,111
Male,348,622,89,210,24٫92,260,173,300,127
Male,348,623,82,202,22٫96,265,177,322,145
Male,348,623,88,217,24٫64,262,182,314,132
Male,348,623,91,215,25٫48,270,174,301,127
Male,348,624,85,207,23٫8,262,183,318,135
Male,348,624,87,208,24٫36,257,170,312,142
Male,348,625,88,213,24٫64,263,168,308,140
Male,348,626,89,213,24٫92,267,173,308,135
Male,348,626,92,226,25٫76,271,185,315,130
Male,348,627,86,207,24٫08,267,173,288,115
Male,348,627,92,227,25٫76,262,186,331,145
Male,348,628,87,209,24٫36,263,175,314,139
Male,348,628,88,207,24٫64,268,167,302,135
Male,348,629,84,206,23٫52,254,167,289,122
Male,348,629,85,212,23٫8,266,172,300,128
Male,348,630,84,199,23٫52,273,168,301,133
Male,348,630,91,218,25٫48,264,185,339,154
Male,348,630,92,220,25٫76,270,187,332,145
Male,348,631,85,203,23٫8,266,170,326,156
Male,348,631,85,210,23٫8,271,182,337,155
Male,348,631,88,205,24٫64,257,176,313,137
Male,348,632,87,203,24٫36,277,168,307,139
Male,348,632,91,219,25٫48,266,181,343,162
Male,348,633,82,204,22٫96,261,165,290,125
Male,348,633,89,216,24٫92,272,168,282,114
Male,348,634,88,213,24٫64,271,179,317,138
Male,348,634,93,223,26٫04,268,187,345,158
Male,348,635,94,220,26٫32,262,177,314,137
Male,348,636,87,216,24٫36,265,177,302,125
Male,348,637,89,221,24٫92,273,175,311,136
Male,348,638,86,209,24٫08,266,176,303,127
Male,348,639,87,207,24٫36,270,177,312,135
Male,348,640,85,205,23٫8,265,169,290,121
Male,348,640,88,213,24٫64,273,182,325,143
Male,348,640,90,210,25٫2,267,181,313,132
Male,348,641,87,208,24٫36,271,173,327,154
Male,348,641,87,210,24٫36,272,166,298,132
Male,348,641,90,214,25٫2,273,174,308,134
Male,348,641,90,220,25٫2,275,188,339,151
Male,348,642,89,215,24٫92,277,180,325,145
Male,348,645,85,203,23٫8,272,173,283,110
Male,348,645,87,207,24٫36,274,169,279,110
Male,348,645,87,207,24٫36,274,183,331,148
Male,348,645,92,218,25٫76,267,187,300,113
Male,348,647,89,212,24٫92,273,170,294,124
Male,348,647,91,216,25٫48,273,181,300,119
Male,348,648,86,200,24٫08,274,170,295,125
Male,348,649,84,203,23٫52,276,175,286,111
Male,348,650,85,213,23٫8,272,177,295,118
Male,348,650,90,220,25٫2,277,184,306,122
Male,348,651,83,195,23٫24,273,171,289,118
Male,348,651,93,219,26٫04,277,169,325,156
Male,348,653,88,208,24٫64,266,175,312,137
Male,348,654,83,200,23٫24,271,171,311,140
Male,348,656,85,204,23٫8,286,172,303,131
Male,348,663,89,221,24٫92,269,181,331,150
Male,349,608,91,217,25٫48,256,179,313,134
Male,349,610,87,213,24٫36,259,178,320,142
Male,349,610,90,218,25٫2,257,185,330,145
Male,349,611,84,200,23٫52,254,166,301,135
Male,349,611,87,215,24٫36,258,176,305,129
Male,349,611,89,214,24٫92,265,180,297,117
Male,349,616,87,213,24٫36,272,172,321,149
Male,349,617,87,208,24٫36,271,178,307,129
Male,349,619,93,224,26٫04,254,183,331,148
Male,349,620,81,207,22٫68,262,169,294,125
Male,349,620,85,205,23٫8,268,166,306,140
Male,349,620,92,220,25٫76,256,184,316,132
Male,349,621,88,209,24٫64,261,177,308,131
Male,349,622,88,210,24٫64,262,177,296,119
Male,349,622,89,213,24٫92,266,178,306,128
Male,349,624,84,207,23٫52,263,183,311,128
Male,349,624,87,210,24٫36,267,175,303,128
Male,349,624,88,217,24٫64,260,187,312,125
Male,349,625,91,222,25٫48,257,185,328,143
Male,349,626,89,215,24٫92,265,184,325,141
Male,349,626,89,222,24٫92,272,182,319,137
Male,349,626,92,224,25٫76,263,190,321,131
Male,349,626,94,223,26٫32,269,183,323,140
Male,349,627,94,226,26٫32,271,185,327,142
Male,349,629,90,212,25٫2,279,168,305,137
Male,349,629,92,218,25٫76,264,172,293,121
Male,349,630,86,208,24٫08,270,184,314,130
Male,349,631,88,206,24٫64,270,176,305,129
Male,349,632,88,206,24٫64,269,166,300,134
Male,349,632,88,212,24٫64,270,174,311,137
Male,349,632,94,224,26٫32,269,184,322,138
Male,349,633,88,221,24٫64,270,184,302,118
Male,349,633,92,220,25٫76,265,179,326,147
Male,349,633,93,215,26٫04,268,173,316,143
Male,349,634,88,212,24٫64,265,176,309,133
Male,349,634,89,213,24٫92,273,168,302,134
Male,349,635,84,204,23٫52,277,171,285,114
Male,349,635,94,223,26٫32,269,181,331,150
Male,349,637,92,215,25٫76,274,172,285,113
Male,349,638,86,205,24٫08,262,162,283,121
Male,349,638,92,224,25٫76,263,184,329,145
Male,349,639,94,223,26٫32,277,190,343,153
Male,349,640,89,221,24٫92,252,187,330,143
Male,349,640,92,216,25٫76,275,175,295,120
Male,349,641,87,210,24٫36,268,180,310,130
Male,349,641,88,210,24٫64,268,180,309,129
Male,349,641,89,208,24٫92,274,186,318,132
Male,349,641,90,214,25٫2,273,175,299,124
Male,349,641,91,225,25٫48,265,190,329,139
Male,349,642,87,210,24٫36,268,184,300,116
Male,349,643,83,204,23٫24,278,170,286,116
Male,349,644,84,203,23٫52,268,173,292,119
Male,349,645,83,203,23٫24,277,162,302,140
Male,349,645,88,217,24٫64,272,176,307,131
Male,349,646,90,217,25٫2,273,175,283,108
Male,349,651,85,199,23٫8,276,177,294,117
Male,349,651,88,212,24٫64,281,175,312,137
Male,349,653,89,210,24٫92,277,172,314,142
Male,349,654,90,212,25٫2,271,180,308,128
Male,349,659,89,212,24٫92,282,171,284,113
Male,349,660,86,206,24٫08,280,165,275,110
Male,350,600,88,211,24٫64,248,184,320,136
Male,350,613,90,216,25٫2,252,175,330,155
Male,350,616,90,215,25٫2,260,172,317,145
Male,350,617,88,213,24٫64,265,184,327,143
Male,350,617,90,217,25٫2,260,176,324,148
Male,350,619,84,202,23٫52,261,175,301,126
Male,350,620,88,210,24٫64,266,175,311,136
Male,350,621,82,207,22٫96,260,175,332,157
Male,350,621,83,201,23٫24,259,166,291,125
Male,350,621,83,203,23٫24,262,171,313,142
Male,350,621,94,226,26٫32,269,190,327,137
Male,350,622,88,217,24٫64,260,179,307,128
Male,350,623,85,210,23٫8,272,176,325,149
Male,350,623,87,214,24٫36,269,171,300,129
Male,350,625,84,203,23٫52,265,180,304,124
Male,350,625,86,211,24٫08,270,170,319,149
Male,350,625,88,210,24٫64,265,170,286,116
Male,350,625,88,221,24٫64,267,179,316,137
Male,350,625,89,212,24٫92,263,174,304,130
Male,350,626,85,206,23٫8,269,167,293,126
Male,350,627,88,213,24٫64,265,177,322,145
Male,350,628,89,217,24٫92,268,180,288,108
Male,350,628,93,217,26٫04,264,176,290,114
Male,350,628,93,218,26٫04,268,178,327,149
Male,350,629,86,207,24٫08,273,184,327,143
Male,350,629,90,222,25٫2,262,188,339,151
Male,350,630,83,203,23٫24,260,166,278,112
Male,350,631,90,222,25٫2,264,186,340,154
Male,350,632,84,203,23٫52,271,173,315,142
Male,350,632,90,214,25٫2,269,177,307,130
Male,350,633,86,205,24٫08,269,176,316,140
Male,350,633,88,218,24٫64,264,181,322,141
Male,350,633,90,221,25٫2,274,175,313,138
Male,350,633,92,218,25٫76,268,164,281,117
Male,350,634,85,204,23٫8,270,166,304,138
Male,350,634,88,216,24٫64,262,176,331,155
Male,350,634,91,217,25٫48,264,178,308,130
Male,350,635,94,229,26٫32,256,180,324,144
Male,350,636,87,204,24٫36,272,171,305,134
Male,350,636,87,207,24٫36,260,174,287,113
Male,350,637,85,202,23٫8,268,167,325,158
Male,350,637,87,208,24٫36,270,173,290,117
Male,350,637,88,211,24٫64,266,176,297,121
Male,350,637,88,211,24٫64,267,175,316,141
Male,350,637,90,222,25٫2,280,189,319,130
Male,350,637,91,217,25٫48,269,168,312,144
Male,350,638,87,211,24٫36,268,176,315,139
Male,350,638,88,206,24٫64,273,175,298,123
Male,350,638,90,219,25٫2,271,180,314,134
Male,350,638,90,220,25٫2,267,189,343,154
Male,350,639,86,205,24٫08,276,166,275,109
Male,350,641,83,201,23٫24,264,171,312,141
Male,350,641,85,204,23٫8,269,170,283,113
Male,350,641,91,214,25٫48,272,177,313,136
Male,350,642,87,203,24٫36,264,164,288,124
Male,350,642,92,213,25٫76,268,176,335,159
Male,350,644,89,213,24٫92,279,172,312,140
Male,350,644,89,217,24٫92,271,171,301,130
Male,350,645,89,211,24٫92,277,178,307,129
Male,350,645,90,214,25٫2,267,181,319,138
Male,350,645,90,217,25٫2,273,180,337,157
Male,350,646,94,220,26٫32,274,179,304,125
Male,350,646,94,226,26٫32,270,174,324,150
Male,350,647,87,213,24٫36,280,176,285,109
Male,350,647,88,209,24٫64,269,170,311,141
Male,350,649,84,197,23٫52,273,175,288,113
Male,350,649,85,206,23٫8,275,172,312,140
Male,350,649,87,218,24٫36,269,180,327,147
Male,350,650,84,202,23٫52,267,169,286,117
Male,350,652,87,219,24٫36,279,182,320,138
Male,350,653,90,214,25٫2,282,181,325,144
Male,350,656,89,210,24٫92,270,172,299,127
Male,350,656,91,219,25٫48,278,176,300,124
Male,350,659,91,216,25٫48,277,173,308,135
Male,350,661,82,207,22٫96,288,171,322,151
Male,350,663,91,219,25٫48,278,175,314,139
Male,350,664,92,220,25٫76,274,180,302,122
Male,350,665,89,217,24٫92,263,172,320,148
Male,350,667,88,217,24٫64,283,182,320,138
Male,350,671,89,207,24٫92,279,163,318,155
Male,351,601,90,215,25٫2,247,175,311,136
Male,351,611,88,212,24٫64,265,172,329,157
Male,351,613,89,213,24٫92,264,180,333,153
Male,351,615,93,214,26٫04,268,183,330,147
Male,351,616,84,202,23٫52,261,170,297,127
Male,351,618,84,205,23٫52,264,171,289,118
Male,351,618,87,202,24٫36,266,177,329,152
Male,351,618,93,226,26٫04,256,180,329,149
Male,351,618,94,224,26٫32,260,178,332,154
Male,351,619,87,205,24٫36,269,166,291,125
Male,351,619,93,220,26٫04,260,181,338,157
Male,351,620,88,212,24٫64,266,171,315,144
Male,351,620,90,216,25٫2,259,176,311,135
Male,351,621,83,203,23٫24,259,182,307,125
Male,351,621,93,217,26٫04,268,180,307,127
Male,351,622,86,210,24٫08,258,179,320,141
Male,351,622,95,225,26٫6,269,190,341,151
Male,351,623,83,200,23٫24,267,165,305,140
Male,351,623,87,205,24٫36,264,181,302,121
Male,351,623,93,222,26٫04,259,178,317,139
Male,351,626,87,212,24٫36,268,187,332,145
Male,351,626,92,226,25٫76,264,187,335,148
Male,351,627,88,210,24٫64,274,173,322,149
Male,351,627,90,213,25٫2,271,180,295,115
Male,351,628,81,197,22٫68,275,164,287,123
Male,351,628,90,221,25٫2,263,184,305,121
Male,351,629,86,205,24٫08,256,172,303,131
Male,351,629,91,215,25٫48,264,179,322,143
Male,351,630,90,218,25٫2,278,173,322,149
Male,351,631,89,211,24٫92,262,178,295,117
Male,351,632,86,205,24٫08,274,171,302,131
Male,351,632,91,217,25٫48,267,180,318,138
Male,351,633,90,212,25٫2,267,180,325,145
Male,351,633,91,217,25٫48,267,186,336,150
Male,351,633,92,215,25٫76,271,165,319,154
Male,351,634,88,217,24٫64,271,181,343,162
Male,351,635,89,220,24٫92,267,175,334,159
Male,351,635,92,218,25٫76,264,186,325,139
Male,351,637,82,197,22٫96,272,166,297,131
Male,351,637,88,213,24٫64,275,174,329,155
Male,351,638,82,206,22٫96,274,180,307,127
Male,351,638,83,198,23٫24,277,170,320,150
Male,351,638,86,207,24٫08,271,173,292,119
Male,351,639,85,202,23٫8,277,170,301,131
Male,351,639,87,213,24٫36,270,185,325,140
Male,351,640,88,212,24٫64,278,170,294,124
Male,351,640,91,220,25٫48,270,183,343,160
Male,351,641,92,224,25٫76,274,187,320,133
Male,351,643,90,216,25٫2,269,176,318,142
Male,351,644,94,220,26٫32,279,183,310,127
Male,351,644,96,227,26٫88,271,176,328,152
Male,351,645,84,207,23٫52,262,179,299,120
Male,351,646,88,210,24٫64,276,180,330,150
Male,351,647,89,212,24٫92,282,177,287,110
Male,351,648,95,228,26٫6,271,179,318,139
Male,351,650,88,213,24٫64,272,177,289,112
Male,351,650,88,217,24٫64,267,185,301,116
Male,351,650,90,215,25٫2,273,184,333,149
Male,351,655,91,216,25٫48,270,183,300,117
Male,351,657,84,198,23٫52,270,170,281,111
Male,351,657,88,214,24٫64,274,180,303,123
Male,351,659,86,214,24٫08,272,182,316,134
Male,351,660,89,214,24٫92,282,177,297,120
Male,351,664,85,207,23٫8,276,174,295,121
Male,352,588,81,200,22٫68,255,167,288,121
Male,352,601,83,200,23٫24,260,170,303,133
Male,352,605,85,207,23٫8,248,168,280,112
Male,352,606,87,205,24٫36,264,176,306,130
Male,352,612,92,215,25٫76,262,177,298,121
Male,352,613,88,208,24٫64,266,176,307,131
Male,352,616,90,213,25٫2,248,173,299,126
Male,352,617,84,201,23٫52,269,168,301,133
Male,352,619,83,205,23٫24,259,176,299,123
Male,352,620,89,212,24٫92,261,175,306,131
Male,352,621,90,214,25٫2,263,182,339,157
Male,352,622,87,212,24٫36,270,181,327,146
Male,352,625,85,207,23٫8,264,170,288,118
Male,352,625,91,215,25٫48,264,176,310,134
Male,352,627,91,218,25٫48,264,163,302,139
Male,352,627,94,223,26٫32,268,181,336,155
Male,352,627,95,225,26٫6,263,176,308,132
Male,352,628,89,210,24٫92,268,170,326,156
Male,352,630,89,215,24٫92,269,178,338,160
Male,352,630,91,220,25٫48,266,182,306,124
Male,352,631,87,213,24٫36,263,182,337,155
Male,352,631,88,214,24٫64,267,180,316,136
Male,352,631,90,210,25٫2,273,182,325,143
Male,352,631,94,228,26٫32,264,182,335,153
Male,352,632,90,215,25٫2,275,178,336,158
Male,352,634,84,207,23٫52,267,180,311,131
Male,352,634,94,217,26٫32,271,182,317,135
Male,352,635,85,208,23٫8,267,179,317,138
Male,352,635,90,218,25٫2,274,187,329,142
Male,352,635,91,213,25٫48,273,167,297,130
Male,352,635,91,221,25٫48,269,179,316,137
Male,352,636,85,210,23٫8,270,175,329,154
Male,352,636,87,204,24٫36,267,181,314,133
Male,352,636,93,222,26٫04,266,179,309,130
Male,352,637,86,207,24٫08,276,174,289,115
Male,352,637,88,205,24٫64,265,169,289,120
Male,352,637,88,212,24٫64,265,180,335,155
Male,352,638,85,212,23٫8,274,174,301,127
Male,352,639,91,212,25٫48,267,183,296,113
Male,352,639,91,214,25٫48,278,173,288,115
Male,352,640,89,212,24٫92,274,178,306,128
Male,352,641,89,218,24٫92,266,181,316,135
Male,352,642,86,208,24٫08,280,177,308,131
Male,352,644,86,212,24٫08,269,180,322,142
Male,352,644,88,208,24٫64,280,181,310,129
Male,352,644,88,212,24٫64,263,176,312,136
Male,352,646,87,206,24٫36,269,175,298,123
Male,352,646,91,220,25٫48,275,174,308,134
Male,352,647,84,197,23٫52,280,165,308,143
Male,352,649,86,205,24٫08,274,176,295,119
Male,352,649,90,216,25٫2,277,178,334,156
Male,352,650,90,210,25٫2,278,172,301,129
Male,352,650,91,216,25٫48,279,172,323,151
Male,352,650,92,219,25٫76,269,182,329,147
Male,352,650,92,221,25٫76,263,187,326,139
Male,352,653,82,202,22٫96,272,169,290,121
Male,352,655,87,212,24٫36,281,174,317,143
Male,352,657,90,217,25٫2,278,180,294,114
Male,352,658,83,200,23٫24,282,174,304,130
Male,352,660,85,207,23٫8,278,181,297,116
Male,352,662,86,209,24٫08,278,170,286,116
Male,352,663,86,212,24٫08,277,168,307,139
Male,352,664,88,210,24٫64,274,178,295,117
Male,353,598,89,210,24٫92,254,170,310,140
Male,353,606,88,217,24٫64,255,185,341,156
Male,353,607,81,196,22٫68,269,168,307,139
Male,353,608,91,221,25٫48,261,181,309,128
Male,353,612,94,219,26٫32,256,177,326,149
Male,353,617,85,205,23٫8,262,170,291,121
Male,353,618,93,228,26٫04,267,182,322,140
Male,353,619,93,223,26٫04,263,182,313,131
Male,353,619,93,224,26٫04,264,187,340,153
Male,353,620,86,205,24٫08,264,171,307,136
Male,353,620,88,211,24٫64,262,179,292,113
Male,353,620,89,217,24٫92,263,174,307,133
Male,353,621,85,208,23٫8,266,176,293,117
Male,353,621,90,216,25٫2,263,174,298,124
Male,353,622,84,197,23٫52,265,171,313,142
Male,353,624,90,215,25٫2,267,174,305,131
Male,353,624,92,216,25٫76,266,174,314,140
Male,353,626,90,214,25٫2,277,178,325,147
Male,353,626,92,219,25٫76,269,170,291,121
Male,353,627,88,217,24٫64,268,179,302,123
Male,353,628,86,211,24٫08,266,180,325,145
Male,353,628,88,209,24٫64,265,175,314,139
Male,353,628,94,226,26٫32,260,177,327,150
Male,353,629,94,217,26٫32,272,187,333,146
Male,353,632,88,211,24٫64,254,171,300,129
Male,353,632,94,230,26٫32,267,179,328,149
Male,353,634,90,223,25٫2,261,185,313,128
Male,353,634,92,225,25٫76,259,188,328,140
Male,353,636,93,226,26٫04,270,181,324,143
Male,353,636,93,227,26٫04,266,189,327,138
Male,353,637,88,213,24٫64,272,175,320,145
Male,353,637,88,216,24٫64,261,171,319,148
Male,353,637,93,227,26٫04,273,188,344,156
Male,353,638,82,200,22٫96,268,167,314,147
Male,353,638,87,218,24٫36,272,174,290,116
Male,353,638,89,216,24٫92,279,183,344,161
Male,353,640,94,222,26٫32,269,174,313,139
Male,353,641,85,198,23٫8,280,167,280,113
Male,353,641,87,215,24٫36,262,176,322,146
Male,353,641,91,215,25٫48,271,174,300,126
Male,353,641,91,216,25٫48,278,173,309,136
Male,353,642,83,203,23٫24,275,164,280,116
Male,353,644,89,211,24٫92,273,183,332,149
Male,353,644,89,221,24٫92,276,183,322,139
Male,353,644,90,224,25٫2,270,177,322,145
Male,353,645,87,215,24٫36,274,178,322,144
Male,353,647,81,202,22٫68,272,167,280,113
Male,353,647,89,214,24٫92,283,182,319,137
Male,353,647,94,223,26٫32,276,179,298,119
Male,353,647,95,222,26٫6,289,172,334,162
Male,353,648,94,220,26٫32,275,177,310,133
Male,353,649,89,218,24٫92,270,174,286,112
Male,353,650,90,212,25٫2,279,172,318,146
Male,353,651,88,207,24٫64,278,173,297,124
Male,353,651,88,217,24٫64,270,168,306,138
Male,353,651,94,223,26٫32,268,184,324,140
Male,353,652,87,213,24٫36,271,170,296,126
Male,353,653,91,218,25٫48,276,179,315,136
Male,353,655,85,210,23٫8,279,171,322,151
Male,353,656,90,217,25٫2,272,180,320,140
Male,353,656,91,214,25٫48,267,180,314,134
Male,353,657,86,209,24٫08,280,178,287,109
Male,353,665,84,205,23٫52,282,171,284,113
Male,353,667,92,218,25٫76,287,174,301,127
Male,354,607,92,219,25٫76,264,184,322,138
Male,354,609,85,212,23٫8,263,168,279,111
Male,354,611,84,205,23٫52,254,166,300,134
Male,354,616,91,223,25٫48,262,187,327,140
Male,354,616,94,230,26٫32,265,184,339,155
Male,354,617,89,215,24٫92,258,180,312,132
Male,354,619,86,203,24٫08,259,173,313,140
Male,354,622,85,207,23٫8,262,175,323,148
Male,354,622,95,227,26٫6,265,188,332,144
Male,354,623,86,212,24٫08,262,178,315,137
Male,354,625,87,216,24٫36,275,186,333,147
Male,354,627,83,200,23٫24,269,167,312,145
Male,354,627,85,202,23٫8,268,170,278,108
Male,354,627,85,208,23٫8,261,178,297,119
Male,354,630,89,214,24٫92,258,175,288,113
Male,354,631,81,204,22٫68,274,173,303,130
Male,354,631,83,207,23٫24,274,171,307,136
Male,354,631,84,200,23٫52,282,165,302,137
Male,354,631,90,214,25٫2,272,184,324,140
Male,354,631,91,217,25٫48,260,180,320,140
Male,354,632,86,200,24٫08,268,164,303,139
Male,354,633,84,203,23٫52,266,168,296,128
Male,354,633,86,213,24٫08,268,175,309,134
Male,354,633,95,225,26٫6,272,180,320,140
